Housing Agency opens in Ulaanbaatar	By Ch.KHALIUN Last week, Housing Agency opened at Misheel Expo’s building materials market to provide the public with information related to housing and listings for available real estate. There are over 250 companies engaged in construction activities in Ulaanbaatar. However, residents say they don’t have enough information about these companies, and they claim that because of a lack of information they make poor choices when making real estate purchases. Residents have also complained that there isn’t any source of integrated information about mortgage loans. The newly opened Housing Agency will provide the public with comprehensive information related to housing, locations, prices, quality, and financing. News.mn spoke with the Chairman of Housing Agency, G.Batsukh, regarding its activities. How will Housing Agency operate? We opened the agency to provide the public with integrated housing information, and to support the activities of construction companies. Professional personnel will provide visitors with information and advice about housing and mortgage loan programs. What about the preparedness of the agency? Are construction companies still being registered and how many companies have been registered and the delivered their information to the agency so far? The preparedness of the agency is almost fully complete. We are now completing maintenance work. Companies are still delivering their proposals. Currently, we plan to register over 100 companies, and their registration is ongoing at 50 percent completion. We will finish registration this week. Construction companies are very interested in including their information in the listings. Will you also offer information about older residences and rental properties? How will you register them? First we will work toward supporting construction companies that are building new apartments. In the second stage, we plan to collect information about older apartments being sold. Property owners can submit information about their rental properties, too. How will you provide services? Will there be any fees charged? Services will be provided for free. People will need to deliver a request to Housing Agency to get the information they are looking for. We can say that the agency will be very useful for people interested in purchasing an apartment.	http://ubpost.mongolnews.mn/?p=19133
Mining suppliers underline challenges at the nation’s biggest mining and oil expo	By Ch.KHALIUN During the three-day Mongolia Mining 2016 International Mining & Oil Expo, launched on Wednesday at Buyant Ukhaa Sports Palace, mining suppliers talked about challenges facing the nation’s mining sector. Authorities from the Ministry of Mining, Mongolian National Chamber of Commerce and Industry (MNCCI), Erdenes Mongol, and the expo organizing committee presented opening remarks after a traditional music performance by the State Morin Khuur Ensemble. On the first day of the expo, Erdenes Mongol, Erdenet Mining Corporation, Erdenes Tavan Tolgoi, and Shivee Ovoo gave presentations about their procurement policies, coal sector outlooks, and operational plans. The expo participants underlined that suppliers are facing challenges as the nation’s mining sector is slowing down. Sales Manager of Everdigm Mongolia M.Munkhzul said, “Prices for mining equipment rose, following the exchange rate increases of foreign currencies. This has a negative impact on mining equipment sales. Companies prefer renting equipment rather than purchasing.” M.Munkzul pointed out that there are over ten companies in addition to Everdigm Mongolia which offer mining equipment from South Korean conglomerate Doosan. During the second day of the expo, Oyu Tolgoi presented the company’s procurement policy, after which United Belaz Machinery LLC, Wagner Asia Equipment LLC, Sany Group, and Nipigormash introduced their company activities to the expo’s visitors. The expo features 120 indoor and outdoor booths with exhibitors from 15 countries. The exhibitors are displaying and promoting products and services for heavy mining and construction machinery; spare parts; and equipment for drilling and processing factories, reclamation plants, mining camps, supply chains, and transportation. Today, representatives from the Mineral Resources Authority will speak about issuing licenses for gold deposits and other exploration projects. Afterwards, a seminar on Mongolian gold projects will take place, highlighting the present and future potential of the gold sector. The closing ceremony of Mongolia Mining 2016 is being held at 2:30 p.m. today. The expo is being organized by Minex Mongolia, Expo Mongolia, and the International Expo Bureau of Mongolia with support from the Ministry of Mining, MNCCI, and the Mineral Resources Authority of Mongolia.	http://ubpost.mongolnews.mn/?p=19164
PM Ch.Saikhanbileg says ‘Mongolia is back to business’	By Ch.KHALIUN Prime Minister Ch.Saikhanbileg emphasized in official meetings held during last week’s Credit Suisse Asian Investment Conference (AIC) in Hong Kong that “Mongolia is back to business”. In a speech given at the AIC, the PM stressed that even though the nation’s economy faced difficulties in 2015, the government has moved forward on some of the nation’s mega projects, advancing the country’s economy. He introduced the conference attendees to the nation’s current economic situation, stable political conditions, and measures being taken for drawing in investment. Ch.Saikhanbileg noted that in July, Mongolia will host the 11th Asia-Europe Meeting (ASEM) Summit, gathering state leaders from 53 countries. He added that he hopes Mongolia will greatly contribute to boosting ties between Asia and Europe by organizing the summit. “Throughout history, Mongolia was a bridge between Asia and Europe, and it still connects these continents by railways and airways. I am confident that the cooperation between Asia and Europe will strengthen as a result of the summit,” Ch.Saikhanbileg said. After his speech, Ch.Saikhanbileg, President of Mongol Bank N.Zoljargal, State Secretary of the Foreign Affairs Ministry D.Gankhuyag, State Secretary of the Finance Ministry Kh.Gantsogt, Consul-General of Mongolia to Hong Kong B.Otgonjargal, Director of Development Bank N.Munkhbat, and Executive Director of Erdenes Mongol B.Byambasaikhan met with Director of Loan Syndication at Credit Suisse Saurabh Banglani, Deputy Director of Credit Suisse Ali Alam, and other Credit Suisse representatives. During the meeting, the PM underlined that Mongolia has been cooperating with Credit Suisse since 2014. Ch.Saikhanbileg noted that Credit Suisse was the first coordinator for a joint loan program with 300 million USD in financing. He added that big projects and programs for import substitution industrialization were launched with the financing. Ch.Saikhanbileg pointed out that the Cabinet and Credit Suisse managed to raise 750 million USD by issuing bonds and joint credit in a short period of time, and exchanged views on broadening mutually-beneficial cooperation with Credit Suisse authorities. On Thursday, Ch.Saikhanbileg called on Chief Executive of Hong Kong Leung Chun-ying to evaluate the current cooperation between Mongolia and Hong Kong, and to discuss possibilities for future cooperation. Ch.Saikhanbileg said that collaboration between the two parties is expanding, and underlined that the Hong Kong Trade Development Council is playing a key role in supporting economic and investment ties between Mongolia and Hong Kong. The PM also mentioned collaboration between the Mongolian Stock Exchange and the Hong Kong Stock Exchange, and highlighted the significance of boosting cooperation in the stock market. At the end of the meeting, the parties agreed to organize an exhibition to promote Mongolia in Hong Kong. Concluding his visit to Hong Kong and participation in the AIC, the PM said that the conference was a great opportunity for presenting the nation’s economic and financial situation, investment potential, and business environment. The PM emphasized, “One of priorities of the Mongolian government is allowing Mongolians to become owners of wealth from mineral resources, and to create a fund of wealth by transmitting Erdenes Mongol into a Singaporean Temasek model. We met with investors who can collaborate with Mongolia on this matter. The Nobel Fund and Canada’s Pension Fund expressed interest in cooperation.” Ch.Saikhanbileg concluded that the purpose of his visit had been fulfilled successfully. He emphasized that investors are still interested in Mongolia, and Mongolia managed to deliver its message that the country is still friendly to foreign investors.	http://ubpost.mongolnews.mn/?p=19215
World Bank suggests diversifying the Mongolian economy	By Ch.KHALIUN In their East Asia and Pacific Update, World Bank underlined that Mongolia needs to focus on implementing sustainable and smart policies for diversifying the nation’s economy. World Bank (WB) noted that if Mongolia’s economy keeps weakening, the country will face a significant economic recession. World Bank economists suggested that Mongolia discuss the economic difficulties domestically, but not to resolve the issue by expanding budgets. They warn that if the current business environment distortion and policies on social welfare are not revised immediately, Mongolia will continue seeing financial risk and crisis. World Bank highlighted that Mongolia’s economy faces short-term challenges from a fragile external environment and large external debt repayments with limited policy buffers. World Bank said that Mongolia’s mining GDP grew 13 percent on the back of strong production at the Oyu Tolgoi mine. Non-mining GDP declined by 0.8 percent, reflecting subdued domestic demand. Growth in agriculture was maintained at 10.7 percent. Manufacturing growth slowed to 1.3 percent, and wholesale and retail services and construction growth fell by 3.6 percent and 1.4 percent respectively. Exports dropped 36 percent in the last quarter of 2015, followed by a 30.4 percent decline in January. Total imports fell by 19.5 percent in January, following a 21 percent drop in the three previous months, with oil product imports halving. Sharp import compression turned the current account into a 24 million USD surplus in January, from a deficit of 130 million USD in the previous three months, according to the WB’s report. The balance of payments recorded a 21.7 million USD surplus in January, following a 95.6 million USD deficit in the last three months of 2015. World Bank believes that a moderate current account surplus and a currency swap facility with China helped ease the balance of payments pressure in January. Foreign direct investment toward Mongolia remained weak, displaying a 26.7 million USD net inflow in January. Gross international reserves declined to nearly 1.2 billion USD in February from 1.3 billion USD at the end of 2015, indicating escalating balance of payments pressure in February. The MNT rate depreciated by 2.5 percent against the USD in the first three months of 2016, following highly limited movement in the last four months of 2015. The WB report also underlined that the nation’s budget revenues declined by 5.4 percent compared to 2014 amid slowing growth and falling imports. Facing continued pressure on balance of payments and revenues, the government announced that a 250 million USD five-year loan had been secured through a syndicated loan facility in March. Outlook growth is projected to slow to 0.7 percent in 2016. Non-mining production will gradually recover with OT’s second-phase investment. Mining production is projected to decline due to weaker external demand and lower-grade ores to be tapped by the OT mine. Inflation is expected to stay moderate amid a slow recovery in demand and lower oil prices. Weak growth in key labor-intensive sectors, such as construction and retail services, would have adverse welfare impacts, particularly among wage-dependent urban households, according to the WB report. World Bank says that priority should be given to reducing external and fiscal vulnerabilities by deepening policy adjustment. The fiscal policy should stay the course on reducing the budget deficit and managing the public debt at a sustainable level. Monetary policy should stay focused on maintaining price stability, avoiding quasi-fiscal programs, and reducing external vulnerabilities by allowing a flexible exchange rate adjustment and safeguarding reserve buffers. The East Asia and Pacific Update noted that weak economic prospects in the near term indicate the growing risk that many households close to the poverty line may slide back into poverty. To preserve poverty gains under tight fiscal constraints, the W	http://ubpost.mongolnews.mn/?p=19244
Erdenes OT’s Executive Director says hundreds of Mongolians will be hired starting in July	By Ch.KHALIUN In an interview with News.mn, Executive Director of Erdenes Oyu Tolgoi D.Ganbold spoke about Oyu Tolgoi’s underground mine project and emphasized that starting in July the company will hire hundreds of Mongolians for the mine’s expansion. He said that the underground mine’s development launched in December 2015, after the signing of a financial agreement for the mine’s expansion. “Some work even started before signing the agreement. The Mongolian side pressured for intensifying the underground mine’s development by March. However, negotiations with 14 international banks have started recently. Everything is ongoing in accordance with our plans.” Ganbold said that the process of spending financing from the International Finance Corporation has started. “Other banks will distribute financing according to their timetables. Some of the financing will be deposited next year. We will spend the money over a couple of years. It doesn’t mean that all of the money will be distributed at once. We need to understand everything properly,” underlined Ganbold. He said that the underground mine’s operations have commenced and the company is in the process of ordering necessary equipment. “Journalists always ask only about when the financing will be deposited, so do politicians. When any of the big projects move forward, they always pay attention to when the financing will be distributed to the state budget,” Ganbold claimed. He underlined that OT’s underground mine development will be carried out for at least two to three years. He emphasized that when Oyu Tolgoi starts hiring Mongolian workers in July, that the Mongolian economy will start seeing benefits from the project. The government claims that the interest rate for the low interest housing loan program will be lowered to five percent once one billion USD in financing for OT has been issued. D.Ganbold stressed that only politicians and journalists create such expectations among the public. “Politicians make statements to attract attention from many people, and then journalists spread the news. Politicians and journalists greatly influence society, but they can’t be talking about financing distribution without understanding economic principles,” noted Ganbold. “Even though there are reports that Mongolia’s economy has grown by one billion USD every year following the launch of the OT mine, it doesn’t mean that the money went into Finance Minister B.Bolor’s pocket. I don’t know how to explain it more clearly,” he said. “We could say that Mongolia doesn’t produce anything. When we purchase necessary equipment for the mine operations being carried out at depths of greater than 1,000 meters for 500 million USD, it means that not even one USD remains in Mongolia. The money will come to Mongolia in taxes once the equipment crosses the Mongolian border.” Ganbold said that first stage of investment for the underground mine will be spent on equipment. “This is a business that requires many pieces of equipment. We will start purchasing products from domestic companies. Many domestic companies will be responsible for sand, gravel, concrete, and cement supply, and for food and clothes for workers. It can be understood that a tremendous amount of money will come to Mongolia. We all know that OT’s first project was greatly beneficial for us. At that time, the nation’s economy grew by 17 percent, and within less than ten years, almost everyone bought cars and many new buildings were constructed. Not only thanks to Oyu Tolgoi, but Tavan Tolgoi and other mines created under the Long-named Law contributed to the economic growth. Unfortunately, we were lifted by our small success and everyone became an environmental ranger. As a result, we did stop the operations of many mines over the last few years. But we don’t have anyone to complain to. We were all involved in this issue somehow, no foreigner came to Mongolia and instructed us. Around 60 to 70 percent of today’s crisis was created by us	http://ubpost.mongolnews.mn/?p=19278
Mongolia India Business Council opens to support businesses	By Ch.KHALIUN Last Friday, Mongolia India Business Council (MIBC) was established to support the businesses of the two countries and help in expanding their cooperation. At the opening ceremony of the council, President of the MIBC B.Gantulga said that Mongolia has been importing only religious items and souvenirs from India. He noted that some of India’s biggest companies have expressed interest in investing in Mongolia’s engineering infrastructure. He said, “During his state visit to Mongolia paid last year, Indian Prime Minister Narendra Modi said that India will consistently support Mongolia in every sector. In order to develop the trade and economic cooperation between the two countries, we are establishing the MIBC at the initiative of Indian entrepreneurs.” “In recent years, the electronics business is developing around the world. In addition to importing religious items and souvenirs, we are interested in cooperating to develop e-commerce between the two states. Any kind of business relationship develops based on mutual trust. That’s why our council will provide the two countries’ businesses with real and current market information.” Honorary President of the MIBC O.Nyamdavaa pointed out that 95 years have passed since Mongolia and India established diplomatic relations. “During this time, political and cultural relations and cooperation of Mongolia and India have been intensively developing. First Prime Minister of India Jawaharlal Nehru consistently supported Mongolia in joining the UN. Last year, Prime Minister Modi paid his first official visit to Mongolia. The visit was crucial in taking the strategic cooperation of the two countries to a new level. Involving the private sectors of the two states is important in advancing economic cooperation between Mongolia and India. The MIBC will work toward providing support in this matter.” During the council’s opening ceremony, Mongolian representatives and Executive Director of the MIBC Surendra Kumar Bansal spoke about current economic cooperation between Mongolia and India. It was noted that even though trade turnover between the two countries has been reaching around 50 to 60 million USD per year, the volume has decreased since 2010. In 2014, trade turnover fell to 15 million USD, which the MIBC believes should be improved. Executive Director Bansal said that if Mongolian products are being sold abroad in countries like the U.S. and France, they can also be exported to India, highlighting that India is one of the biggest retail markets in the world. Bansal said that the council will conduct studies on which Mongolian brands can be introduced to the Indian market, and what kind of activities Indian businesses can carry out in Mongolia. He said that the council will present the results of their studies and provide Mongolian and Indian businesses with information about mutually beneficial business opportunities. Bansal underlined, “We could say that India is a country of farming. Farmers make up around 70 percent of the country’s population… We will study possibilities for introducing Indian farming experience and equipment to Mongolia.” “Mongolia can supply wool and cashmere products to India. The country can also supply food products, including meat and meat products, but processed as sausages. The world believes that Mongolian food products are organic and healthy. Not only in India, but in the region, there is a water shortage. That’s why we should also study the possibility of supplying pure water from Mongolia,” Bansal noted. He emphasized that Mongolian food products will meet India’s quarantine standards, but that beef export will not be an option.	http://ubpost.mongolnews.mn/?p=19330
Mongolia to spend India’s one billion USD loan on infrastructure	By Ch.KHALIUN During his state visit to Mongolia last year, Prime Minister of India Narendra Modi promised to provide one billion USD in loans. Mongolian Mining Journal interviewed Minister of Foreign Affairs L.Purevsuren about details on the loan agreement and plans for spending. Last May, India said that it would provide a one billion USD loan to Mongolia. What will it be used for? In May 2015, Prime Minister Narendra Modi paid an official visit to Mongolia. During the visit, the prime ministers of Mongolia and India held official negotiations and exchanged views on expanding cooperation and relations between the two countries. Prime Minister Modi reported that the Government of India had decided to open a one billion USD credit line for ensuring Mongolia’s economic growth, based on the importance of Mongolia’s infrastructure sector development. This is a long-term concessional loan. Does the Indian side have any requirements for the loan’s conditions and spending? Since 1990, Mongolia has taken out 27.5 million USD in concessional loans from India, which makes up one percent of the nation’s total concessional loans. Prime Minister Modi underlined that the loan will be issued for the nation’s infrastructure sector. The Indian side proposed a concessional loan with a 1.5 percent annual interest rate and an eight-year repayment period. At the beginning of April, government representatives from the Cabinet Secretariat, Finance Ministry, Foreign Affairs Ministry, and Roads and Transportation Ministry visited Delhi to negotiate with the Indian side on softening the loan conditions. As a result, the concessional loan will issued for a 25-year period with a 1.75 percent annual interest rate, and Mongolia will be exempt from repaying the principal payment of the loan for the first seven years after receiving funds. We are now working toward establishing the general loan agreement. We are planning to spend the money on infrastructure, especially in the railroad sector. Are there any other loans or financial assistance that will be provided to Mongolia in 2016? In addition to the concessional loan from India, we are negotiating on a one billion USD loan from China’s Exim Bank. The issue of taking out loans from Asian Development Bank, World Bank, and other international banks and financial organizations remains open. These issues will be regulated in accordance with the Law on Debt Management.	http://ubpost.mongolnews.mn/?p=19359
Integrated e-data system launched in the mining sector	By Ch.KHALIUN The Mining Ministry reported on the launch of the electronic data system of the Extractive Industries Transparency Initiative (EITI), and highlighted that all information related to the nation’s mining sector, including special licenses, production, sales, tax payments, donations, and support, are now centralized and available to the public. Mongolia first joined the EITI in 2006, and since then has been publishing EITI reports for international and domestic audiences. The Ministry reported that since 2006, a total of 4,701 entities engaged in mining, oil, and uranium activities have released reports, making transparent information about company tax contributions. The government has reported on tax income from 6,858 entities. Mining sector representatives underlined that when they were publishing their reports on paper, it required many materials and was time consuming, that the reports weren’t always accurate, and the value of the information and access to it was poor. From 2014 to 2015, Interactive LLC has been implementing the project to introduce the EITI electronic reporting system in Mongolia, with assistance from the Adam Smith International Institute, to provide integrated electronic EITI reports to the public and to improve the comprehensive reporting of mining sector information. Information Technology Advisor of the EITI G.Ganbat said, “We started conducting studies on the electronic reporting system in 2013. In April 2014, the system processing work started and was successfully completed within five months. Staring from January 2015, we started receiving EITI reports, and the second stage of the work started in September 2015 and is now ongoing.” Senior Counsel from the European Bank for Reconstruction and Development Paul Moffatt underlined, “Our bank has been consistently supporting the EITI over the past few years. We are grateful to have cooperated in transforming information into practice.” President of the Mongolian National Mining Association N.Algaa said, “Launching the integrated electronic information database is a great advance. However, consumers do have their own needs and demands. If we could provide information to target groups, that would be better.”	http://ubpost.mongolnews.mn/?p=19406
AmCham Monthly Meeting discusses challenges in the mining sector	By M.OYUNGEREL The American Chamber of Commerce (AmCham) in Mongolia held a panel discussion and a Q&A; session about current challenges in the mining industry and future expectations from it with CEO of Energy Resources LLC G.Battsengel, Economist and Executive Director of Mongolia Oil Shale Association Ch.Khashchuluun, and Chief Economist of Erdenes Mongol LLC and board member of Oyu Tolgoi LLC Ch.Otgochuluu during their Monthly Meeting held on April 20. The meeting was attended by approximately 60 participants, including AmCham members and representatives from the private sector. During the discussion, economist Ch.Khashchuluun said that Mongolia is finally enabling independent operations in the mining sector and looking to diversify the economy. He added that government intervention should be minimized to be open for foreign investment. “What the government should do now is to create possibilities for more investment by preparing more in-detailed geographical maps, promoting exploration in both private and government organizations, and generally doing nothing else,” said G.Khaschuluun. He continued and discussed existing projects, new infrastructure in the Gobi region, the construction of power plants, and the new independent fuel suppliers to Mongolia. Board Member of Oyu Tolgoi LLC Ch.Otgochuluu spoke about the 35 million USD diversification project that the company is implementing with Asian Development Bank. “Erdenes Mongol is currently going thorough governance reform, which will increase our value by three or four times if we manage the transition well,” he said, adding that the company is learning a lot about state ownership and corporate governance by cooperating with International Finance Corporation and the European Bank for Reconstruction and Development. He emphasized the significance of state owned enterprises which do not compete with the private sector, and added that the Erdenes Mongol board will remain the same regardless of the outcomes of the 2016 election. CEO of Energy Resources LLC G.Battsengel said, “We always focused on our investors and shareholders rather than marketing our company. What is happening at Mongolian Mining Corporation at the moment is just a reflection of what is happening in Mongolia and what is happening in the coal sector globally.” He focused his discussion on the advantages that Mongolia has in the regional market. During the Q&A; session, G.Battsengel said that he predicts it will be three to four years before the completion of railways which will enable more cost effective transit of mining exports.	http://ubpost.mongolnews.mn/?p=19409
BCM summit addresses business sector development	By Ch.KHALIUN The Business Council of Mongolia (BCM) held the 1st Annual Business Council of Mongolia Summit last Thursday at Blue Sky Hotel, to discuss and exchange views about how the business community can resolve issues plaguing Mongolia’s business sector under the banner “Supporting sustainable business growth and development in Mongolia”. Executive Director of Erdenes Mongol B.Byambasaikhan presented opening remarks at the meeting. The BCM highlighted that some of Mongolia’s top businesses and analysts spoke at the event, including Board Chairman of American University of Mongolia Peter Morrow, Executive Director of the National Council of Private Sector Support Ch.Khashchuluun, and Chief Executive Officer of Oyu Tolgoi Andrew Woodley. At the summit, Managing Partner of Price Waterhouse and Coopers Mongolia Matthew Pottle gave advice on how businesses can best manage today’s economic slowdown. International Finance Corporation’s Resident Representative for Mongolia Tuyen Nguyen noted that the IFC still has in hand an austerity plan that focuses on cutting unnecessary public spending along with assistance for managing today’s tough economic conditions. “There is room for flexibility,” he said. At the end of the meeting, the summit’s participants presented their conclusions, and President of the Institute for National Strategy Cameron McRae underlined, “Over the past four years, many strange and surprising events took place in Mongolian politics. The government that was said to be amazing was dismissed. Some of the mega projects stopped, while some of them moved forward. We hope that the next government will study prior mistakes and experiences and manage Mongolia with wisdom.” “It is important for the Mongolian government to hear voices from businesses, because the business sector is related to all other sectors. It is important to provide support and assistance to a company’s social issues. Mongolia needs to develop its economy not only based on the mining sector, but support agriculture and cement and lime production. The country needs to finalize the issue of the Tavan Tolgoi to Gashuunsukhait railway. Because [transport] takes so much time, coal competitiveness is weakening,” noted President of Trade and Development Bank of Mongolia Randolph Koppa. The BCM’s Executive Director Jim Dwyer pointed out that the summit provided a unique opportunity that gave participants the chance to deliver their suggestions to the government, as the BCM plans to deliver a summary of the event’s discussion to lawmakers.	http://ubpost.mongolnews.mn/?p=19438
NGOs say child jockeys shouldn’t race in commercial winter horse races	By Helen Wright The UB Post reported that a group of children’s rights NGOs and associations had joined forces to try and stop child riders taking part in spring and winter horse races, raising their concerns at a press conference. They say that due to the very cold weather conditions it is not safe for child jockeys, who can be as young as seven years old, to take part. Due to race days and child jockeys can also miss out on important school work, meaning they get left behind in lessons. The NGOs also say that races organized during the winter and spring are not traditional, unlike the races which take place as part of the Naadam Festival in the summer, and are organized for commercial gain. Because of this, they say adults should take part as jockeys rather than children. The UB Post spoke to Amaraa Dorjsambuu, a child protection specialist at UNICEF Mongolia, to find out more about their concerns. Can you tell me about winter racing in Mongolia and why it should be stopped? Our concern is really about children who are riding the horses in winter and spring. These races only started in 2004 and a recent study we commissioned with the Human Rights Commission and Legal Research Center and Bar Association of Mongolia looks into five main issues. 1. Are winter races really part of the culture? 2. Are they in line with national standards? And do we have a legal framework for them? 3. What are the health hazards? 4. How does this affect children’s education? 5. And whether it is a form of hazardous labor? So these are the areas that we looked into. What the report showed is that the legal framework is really missing, there is a big hole, and winter racing is not regulated. First of all, we have the national festival, Naadam in July, which is regulated but there are no such regulations on organizing races in winter or springtime. Secondly, this is not in line with the obligations that the Government of Mongolia has entered into with international conventions. So our recommendation is to really align with international treaties and have the races regulated to ensure children’s rights. If the races are to continue, we strongly urge that it is done so using adults who are over 18, especially when the nature of this racing is becoming more commercial. With this commercial nature, we think the horses should be ridden by adults because there is no tradition of them being ridden by children. This year, mayors of 12 provinces prohibited to organize these racing competitions until May 1. But because there is a government decree that allows them to organize races, people still do and this year, the first race happened on February 28. Were there any problems with the last race that took place? So far we don’t know how many children fell off their horses or got injured, as we have not heard from the national counterparts yet. So far, we know that 19 children fell off their horses but that needs to be verified. We don’t know yet exactly how many got injured or what is the severity of their injuries, so we will follow up on that. And what are the health hazards with winter racing in general? In terms of the health hazards of winter racing, it is happening in a time when it is very cold, and if it is -15 degrees or -20 degrees and a horse is racing at the speed of around 70 kmph, we do not know how a child would feel on a horse. But it would be a lot colder. And the clothing they wear is not fit for winter, we have a standard but that is only for summer racing and we do not have winter suitable clothing for children. They need to be able to put on many layers and then the safety stuff on top of that. And what about the educational problems caused by the races? Can you tell me about that? It has, of course, very negative effects on the children’s education. It does not only effect the day of the race so children have to take a lot of time off school. They need to prepare for several days before that. So on those days, children also miss classes. 	http://ubpost.mongolnews.mn/?p=18763
Top schools in Ulaanbaatar	Trans. by B.DULGUUN News.mn has released a ranking of the top general education schools in Ulaanbaatar based on results from General Admissions Exams. Countless private schools have been established all around the capital. Many parents are paying good money to have their children attend these schools even though the government offers free education through public schools. Statistics from last year indicate that 100 out of 750 schools in Mongolia are private schools. It also shows that the tuition of private schools range from 1.5 million MNT to 50 million MNT. Besides tuition, the quality of schools is important for parents. Media outlets have disclosed several research materials on the ranking of private schools in the past. Although the materials aren’t official, they are considered quite useful for ranking private schools. However, they reportedly caused some serious violations of student’s interests and their right to choose. Basic shortcomings in the research include the fact that the average scoring of schools were solely based on scores of students who gave the General Admission Exam, a national test used for university admission. The results didn’t state how many high school graduates didn’t give the exam. Authorities say that there were some unpleasant incidents such as restricting students from taking exams of their interest and having former graduates retake the General Admission Exam. News.mn journalists reviewed reports on the 2014 and 2015 General Admission Exams made by the Education Evaluation Center of Mongolia to assess the quality of education provided by Mongolian private and public schools. To prevent violation and improve the quality of the research, General Admission Exam scores of exam takers of each school was calculated as well as the number of graduates of the respective year. For instance, the average mathematics score of students from School No.1 of Ulaanbaatar amounted to 609 points and the school was ranked in 14th place in 2015. The Education Evaluation Center evaluates schools based on their average score from 10 subjects. Something interesting was discovered when a detailed list was made for the results of tests from 10 different subjects of the 2014 and 2015 General Admission Exams. In 2015, Orchlon School came in first place, with an average score of 709 point in all subjects. However, only seven out of 19 students who graduated from Orchlon in 2015 had taken the mathematics exam, while 119 students out of 133 graduates of School No.1 took the same exam in the same year. Looking at this, it can be said that School No.1’s ranking for mathematics is much higher than Orchlon School’s. Specifically, 133 students from School No.1 scored a total of 72,471 points whereas 19 students from Orchlon School earned a total of 4,963 points. If we divide their scores by the number of students who took the exam, the average score for each student of School No.1 is 545, but Orchlon School students’ is 261. School No.1 was ranked in 5th place and Orchlon School in 25, based on this type of comparison. News.mn noted that their ranking of Ulaanbaatar schools is more reliable for parents hoping to choose the best school for their child. Top 10 school in Ulaanbaatar by two methods Ranking of schools based on average score of graduates (including those who didn’t take GAE) Rank School Tuition Average GAE score 1 Mongolian-Turkish School 7,000,000 MNT 243.88 2 Russia-Mongolia School No.3 4,000,000 MNT 224.39 3 Goethe-Institute 5,500,000 MNT 192.89 4 Olonlog 4,500,000 MNT 192.45 5 Raduga 2,350,000 MNT 188.7 6 School No.93 Free 181.66 7 School No.1 Free 165.2 8 Shine Mongol 4,200,000 MNT 149.35 9 Hobby School 9,000,000 MNT 141.75 10 School No.11 Free 139.84 Ranking of schools by the average score from 10 subjects of the 2015 GAE Rank High school Tuition Average GAE score 1 Goethe-Institute 5,500,000 MNT 585.3 2 Olonlog 4,500,000 MNT 565.7 3 Hobby School 9,000,000 MNT 542.5 4 Mongol Temuulel Free 537.1 5 School No.93	http://ubpost.mongolnews.mn/?p=18825
